Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
hypertension,Atenolol,On Label,RX,67 Reviews,4.02,4.51,3.51,"
					Atenolol is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 50mg each of the generic (atenolol) is $16.39. You can buy atenolol at the discounted price of $7.49 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Carvedilol Phosphate,On Label,RX,66 Reviews,2.84,3.61,2.42,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Capsule Extended Release 24 Hour(s), 40mg each of the generic (carvedilol phosphate er) is $265.99. You can buy carvedilol phosphate er at the discounted price of $123.70 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Atenolol-Chlorthalidone,On Label,RX,66 Reviews,3.98,4.29,3.09,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 50-25mg each of the generic (atenolol-chlorthalidone) is $46.81. You can buy atenolol-chlorthalidone at the discounted price of $13.76 by using the WebMDRx coupon, a savings of 71%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Lisinopril,On Label,RX,65 Reviews,3.55,4.23,2.52,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (lisinopril) is $14.79. You can buy lisinopril at the discounted price of $3.54 by using the WebMDRx coupon, a savings of 76%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nadolol,On Label,RX,59 Reviews,4.00,4.25,3.44,"
					Nadolol is used alone or with other medications to treat high blood pressure (hypertension) and to prevent chest pain (angina). This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (nadolol) is $70.99. You can buy nadolol at the discounted price of $57.18 by using the WebMDRx coupon, a savings of 19%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Benazepril-Hydrochlorothiazide,On Label,RX,58 Reviews,3.76,4.24,3.04,"
					This medication is a combination of two drugs, an ACE inhibitor (benazepril) and a ""water pill""/diuretic (hydrochlorothiazide). This is a generic drug. The average cash price for 30 Tablet(s), 20-12.5mg each of the generic (benazepril-hydrochlorothiazide) is $77.99. You can buy benazepril-hydrochlorothiazide at the discounted price of $33.17 by using the WebMDRx coupon, a savings of 57%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Clonidine Hcl,On Label,RX,57 Reviews,3.32,3.92,2.48,"
					This medication is used alone or with other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 60 Tablet(s), 0.1mg each of the generic (clonidine hcl) is $20.99. You can buy clonidine hcl at the discounted price of $6.65 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Terazosin,On Label,RX,55 Reviews,3.24,3.86,2.97,"
					Terazosin is used alone or with other drugs to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 90 Capsule(s), 5mg  each, is $68.89. You can buy terazosin hcl at the discounted price of $12.85 by using the WebMDRx coupon, a savings of 81%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Doxazosin,On Label,RX,55 Reviews,3.20,3.73,2.83,"
					Doxazosin is used alone or with other drugs to treat high blood pressure (hypertension). This is a generic drug. You can buy doxazosin mesylate at the discounted price of $14.72 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nifedipine,On Label,RX,54 Reviews,3.83,4.22,3.02,"
					Nifedipine is used alone or in combination with other drugs to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 30mg each of the generic (nifedipine er osmotic release) is $39.19. You can buy nifedipine er osmotic release at the discounted price of $18.49 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Amlodipine-Valsartan-Hcthiazid,On Label,RX,54 Reviews,3.98,4.25,3.32,"
					This product is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 10-320-25mg each of the generic (amlodipine-valsartan-hctz) is $239.99. You can buy amlodipine-valsartan-hctz at the discounted price of $104.73 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nifedipine,On Label,RX,52 Reviews,3.70,3.93,3.00,"
					Nifedipine is used alone or in combination with other drugs to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 30mg each of the generic (nifedipine er osmotic release) is $39.19. You can buy nifedipine er osmotic release at the discounted price of $18.49 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Quinapril,On Label,RX,50 Reviews,3.64,4.21,3.40,"
					Quinapril is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (quinapril hcl) is $15.69. You can buy quinapril hcl at the discounted price of $12.86 by using the WebMDRx coupon, a savings of 18%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Enalapril Maleate,On Label,RX,48 Reviews,3.78,4.39,3.05,"
					Enalapril is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (enalapril maleate) is $21.99. You can buy enalapril maleate at the discounted price of $15.49 by using the WebMDRx coupon, a savings of 30%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,48 Reviews,3.77,3.96,2.91,"
					This medication is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 20-12.5mg each of the generic (lisinopril-hydrochlorothiazide) is $22.99. You can buy lisinopril-hydrochlorothiazide at the discounted price of $8.49 by using the WebMDRx coupon, a savings of 63%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Felodipine,On Label,RX,48 Reviews,3.64,4.21,3.12,"
					Felodipine is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 5mg  each, is $61.99. You can buy felodipine er at the discounted price of $25.01 by using the WebMDRx coupon, a savings of 60%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Propranolol,On Label,RX,47 Reviews,4.22,4.72,4.00,"
					 This is a generic drug. The average cash price for 60 Tablet(s), 20mg  each, is $81.99. You can buy propranolol hcl at the discounted price of $16.49 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Quinapril,On Label,RX,45 Reviews,3.84,4.26,3.58,"
					Quinapril is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (quinapril hcl) is $15.69. You can buy quinapril hcl at the discounted price of $12.86 by using the WebMDRx coupon, a savings of 18%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Amlodipine-Atorvastatin,On Label,RX,45 Reviews,3.56,4.25,3.38,"
					This product contains 2 medications: amlodipine and atorvastatin. This is a generic drug. The average cash price for 30 Tablet(s), 5-10mg each of the generic (amlodipine-atorvastatin) is $146.99. You can buy amlodipine-atorvastatin at the discounted price of $88.53 by using the WebMDRx coupon, a savings of 40%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Diltiazem Hcl,Off Label,RX,45 Reviews,3.55,3.95,2.70,"
					Diltiazem is used to treat high blood pressure (hypertension) and prevent chest pain (angina). This is a generic drug. You can buy diltiazem hcl er coated beads at the discounted price of $13.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Torsemide,On Label,RX,43 Reviews,3.85,4.10,3.10,"
					Torsemide is used to reduce extra fluid in the body (edema) caused by conditions such as heart failure, liver disease, and kidney disease. This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (torsemide) is $25.99. You can buy torsemide at the discounted price of $13.76 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nisoldipine,On Label,RX,40 Reviews,3.00,3.65,2.48,"
					Nisoldipine is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 8.5mg  each, is $162.99. You can buy nisoldipine er at the discounted price of $78.23 by using the WebMDRx coupon, a savings of 52%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nisoldipine,On Label,RX,40 Reviews,3.00,3.65,2.48,"
					Nisoldipine is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 8.5mg  each, is $162.99. You can buy nisoldipine er at the discounted price of $78.23 by using the WebMDRx coupon, a savings of 52%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Trandolapril-Verapamil,On Label,RX,39 Reviews,4.26,4.49,3.97,"
					This product is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet Extended Release(s), 4-240mg each of the generic (trandolapril-verapamil hcl er) is $159.99. You can buy trandolapril-verapamil hcl er at the discounted price of $68.92 by using the WebMDRx coupon, a savings of 57%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,38 Reviews,3.46,4.21,3.18,"
					This drug is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 37.5-25mg each of the generic (triamterene-hctz) is $11.49. You can buy triamterene-hctz at the discounted price of $8.49 by using the WebMDRx coupon, a savings of 26%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Bumetanide,Off Label,RX,34 Reviews,3.78,4.17,3.61,"
					Bumetanide is used to reduce extra fluid in the body (edema) caused by conditions such as congestive heart failure, liver disease, and kidney disease. This is a generic drug. The average cash price for 30 Tablet(s), 1mg each of the generic (bumetanide) is $66.99. You can buy bumetanide at the discounted price of $24.49 by using the WebMDRx coupon, a savings of 63%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Telmisartan,On Label,RX,33 Reviews,3.61,3.77,3.16,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 80mg each of the generic (telmisartan) is $146.99. You can buy telmisartan at the discounted price of $75.46 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Candesartan-Hydrochlorothiazid,On Label,RX,30 Reviews,4.34,4.66,4.17,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 32-12.5mg each of the generic (candesartan cilexetil-hctz) is $87.30. You can buy candesartan cilexetil-hctz at the discounted price of $52.99 by using the WebMDRx coupon, a savings of 39%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Minoxidil,On Label,RX,30 Reviews,3.21,3.54,2.89,"
					Minoxidil is used with other medications to treat high blood pressure (hypertension). This is a generic drug. You can buy minoxidil at the discounted price of $18.61 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Indapamide,On Label,RX,29 Reviews,3.43,4.52,2.90,"
					This medication is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 2.5mg  each, is $21.99. You can buy indapamide at the discounted price of $18.12 by using the WebMDRx coupon, a savings of 18%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Trandolapril,On Label,RX,28 Reviews,4.18,3.91,3.55,"
					Trandolapril is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 4mg each of the generic (trandolapril) is $51.99. You can buy trandolapril at the discounted price of $22.46 by using the WebMDRx coupon, a savings of 57%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Perindopril Erbumine,On Label,RX,28 Reviews,3.22,3.89,2.67,"
					Perindopril is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 4mg each of the generic (perindopril erbumine) is $54.99. You can buy perindopril erbumine at the discounted price of $34.03 by using the WebMDRx coupon, a savings of 38%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Metolazone,On Label,RX,27 Reviews,3.69,4.62,3.31,"
					Metolazone is a ""water pill"" (diuretic) that increases the amount of urine you make, which causes your body to get rid of excess water. This is a generic drug. You can buy metolazone at the discounted price of $34.81 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Fosinopril,On Label,RX,27 Reviews,3.89,4.74,3.59,"
					Fosinopril is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 20mg  each, is $34.59. You can buy fosinopril sodium at the discounted price of $30.92 by using the WebMDRx coupon, a savings of 11%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Prazosin,On Label,RX,26 Reviews,4.00,4.33,3.78,"
					Prazosin is used with or without other medications to treat high blood pressure. This is a generic drug. The average cash price for 30 Capsule(s), 1mg each of the generic (prazosin hcl) is $29.99. You can buy prazosin hcl at the discounted price of $15.49 by using the WebMDRx coupon, a savings of 48%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Bisoprolol Fumarate,On Label,RX,26 Reviews,3.76,4.47,3.18,"
					Bisoprolol is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 5mg each of the generic (bisoprolol fumarate) is $50.99. You can buy bisoprolol fumarate at the discounted price of $22.04 by using the WebMDRx coupon, a savings of 57%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Diltiazem Hcl,On Label,RX,25 Reviews,3.88,4.13,3.06,"
					Diltiazem is used to treat high blood pressure (hypertension) and prevent chest pain (angina). This is a generic drug. You can buy diltiazem hcl er coated beads at the discounted price of $13.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Hydrochlorothiazide,On Label,RX,25 Reviews,4.12,4.41,3.94,"
					This medication is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 25mg each of the generic (hydrochlorothiazide) is $11.99. You can buy hydrochlorothiazide at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Irbesartan-Hydrochlorothiazide,On Label,RX,24 Reviews,3.38,3.50,2.71,"
					This drug is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 300-12.5mg each of the generic (irbesartan-hydrochlorothiazide) is $147.99. You can buy irbesartan-hydrochlorothiazide at the discounted price of $67.08 by using the WebMDRx coupon, a savings of 55%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Bisoprolol-Hydrochlorothiazide,On Label,RX,24 Reviews,3.35,3.87,2.96,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 5-6.25mg each of the generic (bisoprolol-hydrochlorothiazide) is $13.16. You can buy bisoprolol-hydrochlorothiazide at the discounted price of $7.49 by using the WebMDRx coupon, a savings of 43%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,24 Reviews,3.70,4.22,3.35,"
					This medication is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 20-12.5mg each of the generic (lisinopril-hydrochlorothiazide) is $22.99. You can buy lisinopril-hydrochlorothiazide at the discounted price of $8.49 by using the WebMDRx coupon, a savings of 63%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Diltiazem Hcl,On Label,RX,23 Reviews,3.26,4.16,2.95,"
					Diltiazem is used to treat high blood pressure (hypertension) and prevent chest pain (angina). This is a generic drug. You can buy diltiazem hcl er coated beads at the discounted price of $13.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nifedipine,On Label,RX,23 Reviews,3.91,4.00,3.18,"
					Nifedipine is used alone or in combination with other drugs to treat high blood pressure (hypertension). This is a generic drug. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Methyldopa,On Label,RX,23 Reviews,3.68,3.59,2.86,"
					This medication is used alone or with other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 60 Tablet(s), 250mg  each, is $17.29. You can buy methyldopa at the discounted price of $14.49 by using the WebMDRx coupon, a savings of 16%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Benazepril-Hydrochlorothiazide,On Label,RX,22 Reviews,4.24,4.71,3.29,"
					This medication is a combination of two drugs, an ACE inhibitor (benazepril) and a ""water pill""/diuretic (hydrochlorothiazide). This is a generic drug. The average cash price for 30 Tablet(s), 20-12.5mg each of the generic (benazepril-hydrochlorothiazide) is $77.99. You can buy benazepril-hydrochlorothiazide at the discounted price of $33.17 by using the WebMDRx coupon, a savings of 57%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nebivolol,On Label,RX,21 Reviews,4.00,4.29,3.82,"
					Nebivolol is used to treat high blood pressure. This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 10mg  each, is $180.99. You can buy Bystolic at the discounted price of $152.25 by using the WebMDRx coupon, a savings of 16%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Clonidine,On Label,RX,21 Reviews,3.83,4.17,2.67,"
					This medication is used alone or with other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 1 Box, 4 patch weekly each of the generic (clonidine) is $173.99. You can buy clonidine at the discounted price of $104.42 by using the WebMDRx coupon, a savings of 40%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Eprosartan,On Label,RX,21 Reviews,4.75,4.92,4.42,"
					Eprosartan is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 600mg  each, is $120.42. You can buy eprosartan mesylate at the discounted price of $93.97 by using the WebMDRx coupon, a savings of 22%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nadolol,On Label,RX,20 Reviews,5.00,5.00,5.00,"
					Nadolol is used alone or with other medications to treat high blood pressure (hypertension) and to prevent chest pain (angina). This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (nadolol) is $70.99. You can buy nadolol at the discounted price of $57.18 by using the WebMDRx coupon, a savings of 19%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Metoprolol Ta-Hydrochlorothiaz,On Label,RX,20 Reviews,4.11,4.22,3.94,"
					This medication is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 50-25mg  each, is $52.79. You can buy metoprolol-hydrochlorothiazide at the discounted price of $24.04 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Bumetanide,Off Label,RX,20 Reviews,4.00,4.50,3.63,"
					Bumetanide is used to reduce extra fluid in the body (edema) caused by conditions such as congestive heart failure, liver disease, and kidney disease. This is a generic drug. The average cash price for 30 Tablet(s), 1mg each of the generic (bumetanide) is $66.99. You can buy bumetanide at the discounted price of $24.49 by using the WebMDRx coupon, a savings of 63%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Felodipine,On Label,RX,20 Reviews,3.95,4.32,3.37,"
					Felodipine is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 5mg  each, is $61.99. You can buy felodipine er at the discounted price of $25.01 by using the WebMDRx coupon, a savings of 60%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Olmesartan,On Label,RX,20 Reviews,3.89,4.00,3.32,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 20mg each of the generic (olmesartan medoxomil) is $160.99. You can buy olmesartan medoxomil at the discounted price of $36.76 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Telmisartan-Amlodipine,On Label,RX,20 Reviews,4.40,4.60,4.35,"
					This product is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 80-10mg each of the generic (telmisartan-amlodipine) is $155.99. You can buy telmisartan-amlodipine at the discounted price of $73.49 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Captopril,On Label,RX,19 Reviews,3.43,3.50,3.07,"
					Captopril is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 25mg  each, is $31.99. You can buy captopril at the discounted price of $28.80 by using the WebMDRx coupon, a savings of 10%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Isradipine,On Label,RX,19 Reviews,3.26,4.32,2.63,"
					Isradipine is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 60 Capsule(s), 2.5mg  each, is $79.99. You can buy isradipine at the discounted price of $38.69 by using the WebMDRx coupon, a savings of 52%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Benazepril,On Label,RX,18 Reviews,3.69,3.75,3.06,"
					 This is a generic drug. You can buy benazepril hcl at the discounted price of $17.95 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,18 Reviews,3.27,3.67,3.00,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 25-25mg each of the generic (spironolactone-hctz) is $29.47. You can buy spironolactone-hctz at the discounted price of $25.59 by using the WebMDRx coupon, a savings of 13%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Acebutolol,On Label,RX,17 Reviews,4.00,4.40,4.40,"
					Acebutolol is used to treat high blood pressure and irregular heartbeat (arrhythmia). This is a generic drug. The average cash price for 30 Capsule(s), 200mg each of the generic (acebutolol hcl) is $24.49. You can buy acebutolol hcl at the discounted price of $16.03 by using the WebMDRx coupon, a savings of 35%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Eplerenone,On Label,RX,17 Reviews,3.50,3.50,3.50,"
					This medication is used alone or in combination with other medicines to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 25mg each of the generic (eplerenone) is $119.99. You can buy eplerenone at the discounted price of $58.54 by using the WebMDRx coupon, a savings of 51%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Enalapril-Hydrochlorothiazide,On Label,RX,17 Reviews,4.00,4.44,2.75,"
					This medication is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 10-25mg each of the generic (enalapril-hydrochlorothiazide) is $33.99. You can buy enalapril-hydrochlorothiazide at the discounted price of $20.49 by using the WebMDRx coupon, a savings of 40%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Pindolol,On Label,RX,17 Reviews,4.18,4.36,3.45,"
					This medication is used alone or with other medications to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 5mg  each, is $57.99. You can buy pindolol at the discounted price of $25.07 by using the WebMDRx coupon, a savings of 57%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Nifedipine,On Label,RX,16 Reviews,3.85,4.15,3.00,"
					This medication is used alone or in combination with other drugs to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet Extended Release 24 Hour(s), 30mg each of the generic (nifedipine er) is $37.71. You can buy nifedipine er at the discounted price of $23.93 by using the WebMDRx coupon, a savings of 37%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Diltiazem Hcl,On Label,RX,16 Reviews,4.00,3.73,3.36,"
					Diltiazem is used to treat high blood pressure (hypertension) and prevent chest pain (angina). This is a generic drug. You can buy diltiazem hcl er coated beads at the discounted price of $13.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Diltiazem Hcl,On Label,RX,16 Reviews,3.44,4.44,3.33,"
					Diltiazem is used to treat high blood pressure (hypertension) and prevent chest pain (angina). This is a generic drug. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
